Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,SalePrice_binned
567,533210010,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,612.0,612.0,GasA,Ex,Y,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Gd,Detchd,2009.0,RFn,2.0,528.0,TA,TA,Y,0,234,0,0,0,0,Ex,MnPrv,Shed,0,6,2009,New,Partial,164500,-0.14512876964770507,0.689270759820286,4.751525116660359,0.7079794710387967,0.07816965017495361,2.0
568,533210020,160,FV,30.0,3000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,GLQ,294.0,Unf,0.0,318.0,612.0,GasA,Ex,Y,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Gd,Detchd,2009.0,RFn,2.0,528.0,TA,TA,Y,0,234,0,0,0,0,Ex,MnPrv,Shed,0,6,2009,New,Partial,173733,-0.1558756073796082,0.4030606770893606,4.81453259527046,1.0825968477292,-0.4473475636173827,2.0
569,533213010,120,FV,68.0,3830,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,280.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1726.0,1726.0,GasA,Ex,Y,SBrkr,1726,0,0,1726,0.0,0.0,2,1,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,Fin,2.0,561.0,TA,TA,Y,0,254,0,0,0,0,Ex,MnPrv,Shed,0,1,2009,New,Partial,222000,2.7419976241410056,-0.11479972085425838,2.229974184486852,-0.4357467372497262,2.6752948806176255,3.0
570,533213020,120,FV,68.0,4217,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,962.0,Unf,0.0,183.0,1145.0,GasA,Ex,Y,SBrkr,1256,0,0,1256,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2.0,641.0,TA,TA,Y,0,169,0,0,0,0,Ex,MnPrv,Shed,0,3,2009,WD ,Normal,195000,1.160774935327169,-2.637305531954399,2.4780748641653942,1.692432064658698,-0.479153298150401,2.0
571,533213040,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381.0,Unf,0.0,348.0,729.0,GasA,Gd,Y,SBrkr,742,729,0,1471,0.0,0.0,2,1,3,1,TA,6,Typ,0,Gd,Detchd,1999.0,Unf,2.0,440.0,TA,TA,Y,0,24,0,0,0,0,Ex,MnPrv,Shed,0,3,2009,WD ,Normal,172500,0.6476741753296741,1.1599874928886766,3.6612934624466718,1.7179056683411347,-0.3003211153869272,2.0
572,533221040,160,FV,34.0,2998,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,507.0,Unf,0.0,249.0,756.0,GasA,Ex,Y,SBrkr,756,756,0,1512,1.0,0.0,2,1,2,1,Gd,4,Typ,0,Gd,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,Ex,MnPrv,Shed,0,8,2009,WD ,Normal,180000,0.21074868943380767,-0.22362151776378342,3.9202324218157685,1.7998732885436952,-1.1480540478816568,2.0
573,533223030,160,FV,35.0,3768,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,549.0,Unf,0.0,142.0,691.0,GasA,Ex,Y,SBrkr,713,739,0,1452,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Gd,Detchd,1999.0,Unf,2.0,506.0,TA,TA,Y,0,34,0,0,0,0,Ex,MnPrv,Shed,0,9,2009,WD ,Normal,156000,0.3557018207721055,0.6425712791473166,3.6176388782306708,1.8798528488526571,-1.1832228552418338,1.0
574,533236050,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649.0,Unf,0.0,321.0,970.0,GasA,Ex,Y,SBrkr,983,756,0,1739,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,1999.0,Fin,2.0,480.0,TA,TA,Y,115,0,0,0,0,0,Ex,MnPrv,Shed,0,8,2009,WD ,Abnorml,172500,1.4949144442637117,0.6319396992892315,3.3608170908642987,1.9331077282077846,-1.0626322709348714,2.0
575,533252040,20,RL,68.0,14694,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,1977,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,450.0,Ex,Ex,CBlock,Gd,Gd,Gd,GLQ,1252.0,ALQ,136.0,306.0,1694.0,GasA,Ex,Y,SBrkr,1694,0,0,1694,1.0,0.0,2,0,2,1,Ex,5,Typ,1,Gd,Attchd,1977.0,Fin,2.0,642.0,TA,TA,Y,501,120,0,225,0,0,Ex,MnPrv,Shed,0,6,2009,WD ,Normal,318750,3.407299995564754,-3.6975610434444524,-0.827995002210898,1.9732823265384676,0.13294842118659614,3.0
576,533253070,120,RL,61.0,3782,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1981,1981,Gable,CompShg,Wd Sdng,Plywood,BrkFace,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,960.0,Unf,0.0,266.0,1226.0,GasA,TA,Y,SBrkr,1226,0,0,1226,1.0,0.0,1,0,1,1,Gd,4,Typ,2,TA,Attchd,1981.0,Fin,2.0,484.0,TA,TA,Y,133,78,0,0,0,0,Ex,MnPrv,Shed,0,9,2009,WD ,Normal,211500,0.31435621433616084,-3.073616055925232,1.241207956574839,1.3347270384881809,-0.48741236115225844,2.0
577,533254050,20,RL,110.0,15417,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7,5,1981,1981,Gable,CompShg,BrkFace,BrkFace,BrkFace,0.0,Gd,TA,CBlock,Gd,TA,Mn,LwQ,121.0,Unf,0.0,1619.0,1740.0,GasA,TA,Y,SBrkr,1740,0,0,1740,0.0,0.0,1,1,2,1,Gd,7,Typ,0,Gd,Attchd,1981.0,RFn,2.0,540.0,TA,TA,Y,228,20,218,0,0,0,Ex,MnPrv,Shed,0,6,2009,WD ,Normal,241600,1.5045377004563854,-0.31320155958054413,-1.1416382923944515,-0.4856052465957424,3.1909458805240845,3.0
578,533254110,80,RL,80.0,9600,Pave,Grvl,Reg,Low,AllPub,FR2,Mod,Veenker,Feedr,Norm,1Fam,SLvl,8,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,392.0,392.0,GasA,Ex,Y,SBrkr,1487,1012,0,2499,0.0,0.0,2,1,4,1,TA,5,Typ,1,Gd,Attchd,1976.0,Unf,2.0,527.0,TA,TA,Y,0,64,0,0,0,0,Ex,MnPrv,Shed,0,1,2009,WD ,Abnorml,180500,1.38875716342275,2.2826936463732315,0.8909356246974679,1.718482872346573,0.6427523218361824,2.0
579,533352150,20,RL,68.0,9991,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1116.0,Unf,0.0,165.0,1281.0,GasA,Ex,Y,SBrkr,1620,0,0,1620,1.0,0.0,2,0,3,1,TA,8,Min1,1,TA,Attchd,1993.0,Unf,2.0,490.0,TA,TA,Y,120,78,0,0,0,0,Ex,GdWo,Shed,0,6,2009,WD ,Normal,150000,1.1110684834417242,-1.473709227926044,-0.4236600382467099,1.2015659824808473,0.8147327368680772,1.0
580,534125080,60,RL,78.0,11700,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,298.0,Unf,0.0,429.0,727.0,GasA,Ex,Y,SBrkr,829,727,0,1556,0.0,0.0,1,1,4,1,TA,8,Typ,0,Gd,Attchd,1968.0,Unf,2.0,441.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,5,2009,WD ,Normal,154000,-0.8049698987032952,1.9171897597133423,0.38313746876633925,1.5402596467580478,0.6673943694289192,1.0
581,534127130,20,RL,68.0,11717,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1442.0,1442.0,GasA,TA,Y,SBrkr,1442,0,0,1442,0.0,0.0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1970.0,RFn,2.0,615.0,TA,TA,Y,371,0,0,0,0,0,Ex,MnPrv,Shed,0,2,2009,WD ,Normal,185000,1.1200566212070961,-0.9909914320896052,-0.22086638814991108,-0.01840777178964531,2.755862686000461,2.0
582,534127170,20,RL,68.0,9156,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1489.0,1489.0,GasA,Gd,Y,SBrkr,1489,0,0,1489,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1968.0,RFn,2.0,462.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,8,2009,WD ,Normal,185750,0.16731579448334563,0.13990577066628493,-0.5515616176303642,-0.5682607736812396,3.1250929809980343,2.0
583,534128010,60,RL,68.0,10382,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,Stone,240.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,859.0,BLQ,32.0,216.0,1107.0,GasA,Ex,Y,SBrkr,1107,983,0,2090,1.0,0.0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1973.0,RFn,2.0,484.0,TA,TA,Y,235,204,228,0,0,0,Ex,MnPrv,Shed,350,11,2009,WD ,Normal,200000,2.169673119867101,1.046016015492406,-0.9827766856471946,2.5169039807350964,-1.210818433539336,2.0
584,534128020,60,RL,68.0,12732,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,1974,1974,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,Mn,GLQ,560.0,LwQ,42.0,150.0,752.0,GasA,TA,Y,SBrkr,1285,782,0,2067,0.0,0.0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1974.0,RFn,2.0,784.0,TA,TA,Y,297,40,0,0,0,0,Ex,MnPrv,Shed,0,6,2009,WD ,Normal,206000,1.857223233388382,1.0248712856507514,0.0931529323855745,2.1486033941412113,-0.42461608888938507,2.0
585,534128100,60,RL,68.0,12936,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593.0,Unf,0.0,130.0,723.0,GasA,TA,Y,SBrkr,735,660,0,1395,0.0,1.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1972.0,Unf,2.0,497.0,TA,TA,Y,294,116,0,0,0,0,Ex,MnPrv,Shed,0,12,2009,WD ,Normal,162000,-0.37501058353539624,0.38483246117491227,0.35266577872773774,1.7421535767872005,-1.0404586289372257,2.0
586,534128190,60,RL,80.0,10400,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1967,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,256.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,932.0,932.0,GasA,Gd,Y,SBrkr,1271,1369,0,2640,0.0,0.0,2,1,5,1,Gd,8,Typ,1,TA,Attchd,1967.0,RFn,2.0,515.0,TA,TA,Y,0,120,0,0,168,0,Ex,MnPrv,Shed,0,5,2009,WD ,Normal,256900,2.4495389796330285,3.785871392034653,-0.5094402284005675,1.728727729480934,0.735713443108485,3.0
587,534129080,80,RL,68.0,17871,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528.0,Unf,0.0,1152.0,1680.0,GasA,Fa,Y,SBrkr,1724,0,0,1724,1.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,RFn,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,6,2009,WD ,Normal,197900,1.3724125421389743,-0.7092619261426621,-0.7925582042124348,0.871847816060111,1.3859895812929293,2.0
588,534129370,20,RL,80.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,553.0,Rec,147.0,588.0,1288.0,GasA,TA,Y,SBrkr,1336,0,0,1336,0.0,1.0,2,0,3,1,TA,6,Typ,1,Fa,Attchd,1969.0,RFn,2.0,502.0,TA,TA,Y,312,11,0,0,0,0,Ex,MnPrv,Shed,650,8,2009,WD ,Normal,163000,0.17605585711936478,-1.1275741672666801,-1.0349633965300626,0.5953551383079625,1.2362622813608959,2.0
589,534129380,20,RL,75.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,TA,Av,BLQ,955.0,Unf,0.0,261.0,1216.0,GasA,TA,Y,SBrkr,1216,0,0,1216,1.0,0.0,1,0,3,1,TA,5,Typ,0,Gd,Attchd,1969.0,Unf,1.0,336.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,8,2009,WD ,Abnorml,113000,-1.4114947043730803,-2.042407492328399,-0.37491880703726366,1.0162573279622615,0.8589263293047482,0.0
590,534151120,60,RL,68.0,13774,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,TA,Gd,PConc,Gd,TA,No,GLQ,432.0,Unf,0.0,476.0,908.0,GasA,Ex,Y,SBrkr,1316,972,0,2288,0.0,0.0,1,2,4,1,Gd,8,Typ,2,TA,Attchd,1977.0,RFn,2.0,520.0,TA,TA,Y,321,72,0,0,156,0,Ex,MnPrv,Shed,0,11,2009,WD ,Normal,230000,2.6573392222990453,2.2123163175153224,-0.3789732206122335,2.4554008123342954,-1.1457448815389937,3.0
591,534152120,20,RL,80.0,9650,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,686.0,Unf,0.0,664.0,1350.0,GasA,TA,Y,SBrkr,1334,0,0,1334,0.0,1.0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2.0,630.0,TA,TA,Y,0,16,0,0,0,0,Ex,MnPrv,Shed,0,4,2009,WD ,Normal,167900,0.648235237600706,-1.6435218727089616,-0.2641856704536151,0.35698990555540316,1.7524775020412273,2.0
592,534175080,20,RL,78.0,10140,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Ex,TA,No,LwQ,144.0,GLQ,1127.0,379.0,1650.0,GasA,Ex,Y,SBrkr,1680,0,0,1680,1.0,0.0,2,0,3,1,Gd,7,Maj1,1,TA,Attchd,1998.0,Fin,2.0,583.0,TA,TA,Y,78,73,0,0,0,0,Ex,MnPrv,Shed,0,6,2009,WD ,Normal,213250,2.1310712264045057,-1.9890914208562473,-0.6763997263834837,1.0652572260589752,0.9680068406153975,2.0
593,534177230,60,RL,70.0,8400,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,6,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,643.0,Unf,0.0,167.0,810.0,GasA,Ex,Y,SBrkr,810,855,0,1665,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Gd,Attchd,2001.0,Fin,2.0,528.0,TA,TA,Y,0,45,0,0,0,0,Ex,MnPrv,Shed,0,11,2009,WD ,Normal,227000,1.3034977859103611,0.3049624235677111,2.244412427366645,1.5447022435305517,-0.6033643777807645,3.0
594,534200030,20,RL,62.0,7130,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,PConc,TA,TA,No,BLQ,648.0,Unf,0.0,216.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,0.0,1.0,1,0,2,1,TA,5,Typ,0,Gd,Attchd,1967.0,Fin,1.0,312.0,TA,TA,Y,0,0,0,0,0,0,Ex,GdPrv,Shed,0,6,2009,WD ,Normal,130000,-3.1061678486874964,-1.6963115009530374,0.289069308722073,0.8421596136115408,0.8308919042222427,1.0
595,534202170,20,RL,80.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1568.0,1568.0,GasA,TA,Y,SBrkr,1568,0,0,1568,0.0,0.0,1,1,3,1,TA,7,Typ,0,Gd,Attchd,1967.0,Unf,2.0,440.0,TA,TA,Y,160,40,0,0,0,0,Ex,MnPrv,Shed,0,3,2009,COD,Normal,143000,-0.11912490297129465,0.23653441408163484,-0.34284130244420247,-0.24308467447632942,3.0920204637704685,1.0
596,534226120,20,RL,70.0,9100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,338.0,Rec,466.0,121.0,925.0,GasA,Ex,Y,SBrkr,925,0,0,925,0.0,1.0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,1965.0,Unf,1.0,429.0,TA,TA,Y,0,0,0,0,0,0,Ex,GdWo,Shed,0,7,2009,WD ,Normal,117500,-3.008068951921628,-1.818291621931402,-0.3109025712917362,0.9636515814961439,0.6778939675576726,0.0
597,534250400,60,RL,80.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,ALQ,698.0,Unf,0.0,467.0,1165.0,GasA,Gd,Y,SBrkr,1165,896,0,2061,0.0,1.0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1974.0,RFn,2.0,498.0,TA,TA,Y,0,77,0,0,196,0,Ex,MnPrv,Shed,0,5,2009,COD,Abnorml,168500,1.8123621564622954,1.6923756654159203,-0.635069335615088,1.8473517693882944,0.0335576969708145,2.0
598,534251030,85,RL,68.0,16500,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,5,1971,1971,Hip,CompShg,HdBoard,HdBoard,BrkFace,509.0,TA,TA,CBlock,Gd,TA,Av,GLQ,962.0,Unf,0.0,270.0,1232.0,GasA,Fa,Y,SBrkr,1320,0,0,1320,0.0,1.0,2,0,3,1,TA,5,Typ,1,Gd,Attchd,1971.0,RFn,2.0,495.0,TA,TA,Y,0,20,0,0,0,0,Ex,MnPrv,Shed,0,5,2009,WD ,Normal,172500,0.39786937091870395,-1.3484838638611267,-0.3780805222320154,1.0879726588382763,0.6724966354100911,2.0
599,534252240,20,RL,68.0,9790,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,251.0,LwQ,630.0,491.0,1372.0,GasA,TA,Y,SBrkr,1342,0,0,1342,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2.0,457.0,TA,TA,Y,0,0,0,0,197,0,Ex,MnPrv,Shed,0,9,2009,WD ,Normal,161500,-0.08872957266994652,-0.7700464977842,-1.2723865900257636,0.6770194734290553,1.3141882749437708,2.0
600,534275060,20,RL,60.0,7436,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1960,1960,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,734.0,Unf,0.0,160.0,894.0,GasA,Gd,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,2,1,TA,5,Typ,1,Po,Detchd,1988.0,Unf,2.0,396.0,TA,TA,Y,0,0,0,360,0,0,Ex,GdWo,Shed,0,8,2009,WD ,Normal,141500,-2.089581373428653,-2.934827079699328,0.08181902544090412,1.5162769714476907,0.6358757829240167,1.0
601,534275100,20,RL,65.0,8125,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403.0,Unf,0.0,461.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,Gd,Detchd,1960.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,0,9,2009,WD ,Normal,118000,-3.2356296069132973,-0.7329584969786792,-0.01803931485608357,0.5234093130250669,1.397012349135233,0.0
602,534276040,20,RL,70.0,9100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,612.0,Unf,0.0,252.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,2008.0,Unf,1.0,300.0,Ex,Ex,Y,0,0,0,0,0,0,Ex,MnPrv,Shed,450,10,2009,WD ,Normal,127500,-2.532021227866332,-1.5975562064606148,0.7600965519899113,0.399742462119153,1.0834209694818056,0.0
603,534277090,20,RL,68.0,9450,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,160.0,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,0.0,265.0,1040.0,GasA,TA,Y,SBrkr,1362,0,0,1362,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1982.0,RFn,3.0,768.0,TA,TA,Y,0,0,84,0,0,0,Ex,MnPrv,Shed,0,5,2009,WD ,Normal,140000,-0.34747205152513916,-1.6871279089979876,-1.0232306761402878,1.2418550247874107,0.9658990995314809,1.0
604,534278070,20,RL,68.0,13495,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,70.0,TA,Gd,CBlock,TA,TA,No,BLQ,625.0,LwQ,201.0,222.0,1048.0,GasA,Fa,Y,SBrkr,1728,0,0,1728,1.0,0.0,2,0,3,1,TA,7,Min1,1,Gd,Detchd,1956.0,Unf,2.0,576.0,TA,TA,Y,0,99,0,0,0,0,Ex,MnPrv,Shed,0,7,2009,WD ,Normal,177625,0.29423505044104337,-1.0022080910121005,-1.7760471239581752,1.3478475652288822,0.8461084304267695,2.0
605,534278230,90,RL,85.0,11475,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1584.0,1584.0,GasA,TA,Y,SBrkr,1776,0,0,1776,1.0,0.0,2,0,4,2,TA,9,Typ,0,Gd,Detchd,1968.0,Unf,3.0,888.0,TA,TA,Y,0,25,0,0,0,0,Ex,MnPrv,Shed,0,7,2009,COD,Abnorml,110000,1.4067025180134436,1.537067793056156,-1.3632486975075913,-0.3104525363794669,3.5460332585303354,0.0
